Code UAI de l'établissement,Établissement,"Statut de l’établissement de la filière de formation (public, privé…)",Département de l’établissement,Région de l’établissement,Commune de l’établissement,Coordonnées GPS de la formation,Filière de formation,Filière de formation très agrégée,Filière de formation détaillée bis,Capacité de l’établissement par formation,Effectif total des candidats en phase principale,Rang du dernier appelé du groupe 1,f_ratio_candidats,f_ratio_admis,f_selectivity_candidats,b_ratio_candidats,b_ratio_admis,b_selectivity_candidats,gen_candidats_ratio,tech_candidats_ratio,prof_candidats_ratio,gen_admis_ratio,tech_admis_ratio,prof_admis_ratio,gen_selectivity_candidats,tech_selectivity_candidats,prof_selectivity_candidats,sans_mention_ratio,assez_bien_mention_ratio,bien_mention_ratio,tres_bien_mention_ratio,tres_bien_avec_felicitation_mention_ratio,meme_academie_ratio,meme_etablissement_ratio,last_call_rank_ratio,pressure_ratio,taux_acces_ratio,longitude,latitude,cluster
0750647W,Lycée Turgot,Public,Paris,Ile-de-France,Paris  3e  Arrondissement,"48.8662, 2.35843",CPGE - ENS Rennes D1,CPGE,ENS Rennes D1,0.1304347826086956,1.5633389261744963,-0.303728813559322,1.273773243748475,1.2432432432432432,-0.4419135365123368,0.5583375793422654,0.7692307692307692,-0.6384887858241408,0.4445810247348634,2.7302714790827194,1.1385148967593306,0.0,0.0,0.0,0.52004780404322,0.0,0.0,0.0,-0.5666666666666667,-0.699029126213592,1.0571428571428572,3.75,-1.6842105263157892,-0.3137254901960783,-1.2724045993409727,-0.6548078126686503,-1.0500000000000005,0.2450827457587169,-0.0011642952421654,1
0750667T,Lycée Condorcet,Public,Paris,Ile-de-France,Paris  9e  Arrondissement,"48.8748, 2.32692",CPGE - PCSI,CPGE,PCSI,0.1304347826086956,2.189177852348993,2.6820338983050847,-0.2913808593218144,0.0,-0.1887246745700128,0.8199426181367588,-0.3076923076923076,1.738340778582461,0.4897930414634561,-0.1907081654983507,0.4513928753873727,0.0,0.0,0.0,0.5872837798005218,0.0,0.0,0.0,-0.6333333333333332,-0.2718446601941746,1.2285714285714289,0.0,-0.6578947368421051,-0.4705882352941176,-0.0663791549429337,-0.7365017311006438,-0.6100000000000001,0.247467709394954,-0.010499395262681,0
0750705J,Lycée Honoré De Balzac,Public,Paris,Ile-de-France,Paris 17e  Arrondissement,"48.8953, 2.31528",CPGE - PCSI,CPGE,PCSI,0.1304347826086956,0.8024328859060402,1.4508474576271186,-0.0952845779321922,-0.2432432432432433,0.7642335050410838,2.334944598414144,1.076923076923077,-0.1186710370058892,0.1472791192208409,-0.2115649555375306,1.6680702872007218,0.0,0.0,0.0,0.0779223436432437,0.0,0.0,0.625,0.4333333333333333,0.5436893203883497,-0.4285714285714286,0.0,-1.1842105263157894,-0.4705882352941176,0.2583108512479486,-0.4712859376317362,-0.37,0.2531527971324979,-0.0139478422394761,0
0920142E,Lycée Louis Pasteur,Public,Hauts-de-Seine,Ile-de-France,Neuilly-sur-Seine,"48.886, 2.27427",CPGE - MPSI,CPGE,MPSI,1.9565217391304348,2.151426174496644,0.648135593220339,-0.6892092904868445,-0.2972972972972972,-0.0457489951188541,0.0003482420091396,-0.3076923076923076,0.6158352295761417,0.454494752605596,-0.325914748515042,0.9142037830358088,0.0,0.0,0.0,0.5347907687462194,0.0,0.0,0.0,-0.6333333333333332,-1.2427184466019414,1.3714285714285714,5.0,-0.0789473684210524,-0.392156862745098,-0.9739528378325568,-0.4553228313057182,-0.91,0.2505737085491258,-0.0260973964077194,1
0920875B,Lycée Sainte-Marie de Neuilly,Privé sous contrat d'association,Hauts-de-Seine,Ile-de-France,Neuilly-sur-Seine,"48.8849, 2.28135",CPGE - B/L - Lettres et sciences sociales,CPGE,B/L - Lettres et sciences sociales,-0.3043478260869565,0.1413590604026845,0.2630508474576271,0.8540040908194313,0.8108108108108106,-0.304477755537359,-0.8464484956256257,-0.8461538461538461,0.4402809852686186,0.2112148093828337,-0.2522833607995249,0.0,0.0,0.0,0.0,0.1730027851896502,0.0,0.0,0.0,-0.6333333333333332,-0.7378640776699028,1.3714285714285714,1.25,-0.5526315789473684,-0.0784313725490195,-0.0199178611568342,-0.2813689956341426,-0.3100000000000001,0.2502686550607679,-0.0239998874218342,0
0130053M,Lycée Jean Perrin,Public,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Marseille 10e  Arrondissement,"43.2746, 5.42654",CPGE - ENS Paris-Saclay D2,CPGE,ENS Cachan D2,-0.391304347826087,-0.2093120805369127,-0.0867796610169491,0.3879847542916917,0.108108108108108,0.3808965926895646,0.513848059723305,0.0769230769230768,0.0829194438162839,-0.4060897577108283,1.193309582611086,0.0,0.0,0.0,0.0,-0.7450070252803352,0.0,0.0,1.5,0.5333333333333332,0.504854368932039,-0.6571428571428573,0.0,0.3947368421052632,1.3333333333333337,0.1531272422274079,0.0869844960775008,0.2700000000000001,-1.3055873319605944,0.9077888537246708,0
0160002R,Lycée Guez De Balzac,Public,Charente,Nouvelle Aquitaine,Angoulême,"45.651, 0.14676",CPGE - Lettres,CPGE,Lettres,0.1304347826086956,-0.1841442953020134,-0.2277966101694915,0.6695206293647985,0.3513513513513513,0.1782916928583318,-0.6394009440152945,0.0,-0.7648663544389391,-0.8241156204868341,0.1728689140155813,0.0,-0.04,0.04,0.0,-1.3091083398896883,-0.9354005167958656,0.0,0.5,0.1999999999999999,0.7766990291262136,-0.3428571428571429,0.0,0.1315789473684211,0.0784313725490196,-0.258859647706232,0.4070429206725021,0.63,-0.6465608685704768,-0.6563899589163759,0
0220057T,Lycée Ernest Renan,Public,Côtes-d'Armor,Bretagne,Saint-Brieuc,"48.5157, -2.75349",CPGE - Lettres,CPGE,Lettres,0.1304347826086956,-0.3586409395973154,-0.0922033898305084,1.2330558327800372,1.162162162162162,-0.3977461256382506,0.1946298747801788,-0.3076923076923076,0.8819207679931866,-0.065159844728081,0.8429841112899833,0.0,0.0,0.0,0.0,-0.2380012108338769,0.0,0.0,0.0,0.0333333333333333,0.504854368932039,0.0285714285714285,0.5,0.736842105263158,0.8627450980392157,0.5992815190367154,0.9422617028655372,0.23,0.1478816115143827,-1.5156131843845198,0
0310047H,Lycée Ozenne,Public,Haute-Garonne,Occitanie,Toulouse,"43.6099, 1.44234",CPGE - ENS Rennes D1,CPGE,ENS Rennes D1,-0.6521739130434783,0.7244127516778524,0.0705084745762711,1.3049056958345877,1.351351351351351,-0.5087991474203776,0.3883351472824977,-0.2307692307692307,0.7978450423751269,0.3339304101303197,1.1295650010620304,0.8758042703396359,0.0,0.0,0.0,0.3554963732644933,0.0,0.0,0.0,-0.6333333333333332,-0.6213592233009707,1.0,4.25,-0.3157894736842105,-0.2352941176470588,-0.7499404082428489,-0.6699730558766445,-0.8100000000000002,-1.212601482282632,-0.2725635899992076,0
0311262D,L.E.G.T.A. Toulouse Auzeville,Public,Haute-Garonne,Occitanie,Auzeville-Tolosane,"43.53698, 1.48904",CPGE - BCPST,CPGE,BCPST,-0.4347826086956521,0.463506711409396,-0.0867796610169491,1.2608246602132434,1.108108108108108,-0.3331482462683388,0.2353499387696407,-0.3846153846153846,1.368598526339288,0.3858561471000832,1.131111718598394,4.2079392756033736,0.0,0.0,0.0,0.4327164984590219,0.0,0.0,0.0,-0.6333333333333332,-1.1650485436893203,1.5428571428571431,2.75,-0.5526315789473684,0.0,-0.7500201795360101,-0.5176990361818945,-0.8900000000000001,-1.2328237553471046,-0.2587283259256407,0
0312289V,Lycée Pierre-Paul Riquet,Public,Haute-Garonne,Occitanie,Saint-Orens-de-Gameville,"43.5398, 1.54871",CPGE - TSI,CPGE,TSI,-0.4347826086956521,-0.347734899328859,-0.0162711864406779,-1.3852102861707305,-0.6486486486486487,-0.3371042042058737,1.6954148782486669,0.5384615384615384,0.1353495318907229,-1.7529821709252271,178.9110408379679,0.0,-1.0,1.0,0.0,0.0,-0.2728842832469775,0.0,1.875,0.9333333333333332,-0.58252427184466,-0.3142857142857143,0.0,0.1578947368421054,1.1764705882352942,0.8449147539406251,0.3702552955039557,0.41,-1.2320417091315006,-0.2410505912945969,0
0060030A,Lycée Masséna,Public,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Nice,"43.6991, 7.2757",CPGE - BCPST,CPGE,BCPST,0.1304347826086956,0.2873322147651007,1.0603389830508474,1.288521424553701,0.7297297297297298,0.1060914667272481,0.0756184932297299,0.3846153846153846,-0.6123345661768641,0.2078778987005022,0.8279770782025292,0.0,0.0,0.0,0.0,0.1680403778038361,0.0,0.0,0.0,-0.5333333333333332,0.0388349514563107,0.7714285714285716,1.25,-0.0526315789473681,-0.2352941176470588,0.6603495606758862,-0.2056097050808476,-0.2700000000000001,-1.1878644175904938,1.455617909704904,0
0920136Y,Lycée Newton-Enrea,Public,Hauts-de-Seine,Ile-de-France,Clichy,"48.9093, 2.30673",CPGE - PTSI,CPGE,PTSI,0.0,0.0037751677852348,0.143728813559322,-1.1153933895643362,-0.5135135135135135,-0.1750661568325046,0.355335770980089,0.0,0.1021015688900678,0.3637610594181082,1.018549530701525,0.0,0.0,0.0,0.0,0.3998583141258903,0.0,0.0,0.0,-0.2666666666666666,1.1650485436893203,-0.1428571428571429,0.0,0.0263157894736842,-0.1568627450980391,0.0258050119382825,0.0095575550243666,-0.45,0.2570352960752093,-0.0164808509724311,0
0920142E,Lycée Louis Pasteur,Public,Hauts-de-Seine,Ile-de-France,Neuilly-sur-Seine,"48.886, 2.27427",CPGE - PCSI,CPGE,PCSI,2.0434782608695654,1.4861577181208054,0.5396610169491526,-0.3394310608439632,-0.1351351351351351,0.0543240634706279,-0.5417638846075455,-0.3076923076923076,-0.1266343236996752,0.4705060836366556,-0.4645852064168748,0.0,0.0,0.0,0.0,0.5586016390179196,0.0,0.0,0.0,-0.5999999999999999,-0.9708737864077668,1.285714285714286,3.5000000000000004,0.0789473684210527,-0.1568627450980391,-0.8596476008746224,-0.2679635198430281,-0.8700000000000001,0.2505737085491258,-0.0260973964077194,1
0640055M,Lycée Louis Barthou,Public,Pyrénées-atlantiques,Nouvelle Aquitaine,Pau,"43.2962, -0.36446",CPGE - ECG -  - Mathématiques appliquées + HGG,CPGE,ECG - Mathématiques appliquées + HGG,0.1304347826086956,-0.3670302013422818,-0.1816949152542372,-0.026323052273737,-0.1621621621621621,0.5863711212729039,-0.7906232701236626,-0.8461538461538461,0.4402809852686186,-0.3669255270754068,0.4228059612355013,0.0,0.0,0.0,0.0,-0.6867648708247195,0.0,0.0,2.125,0.5,0.0776699029126214,-0.4857142857142857,0.0,0.2631578947368423,0.2352941176470588,0.3915710252379937,0.9780824120362456,0.67,-1.2995971907346948,-0.8078431430638889,0
0770933W,Lycée Jacques Amyot,Public,Seine-et-Marne,Ile-de-France,Melun,"48.5455, 2.6599",CPGE - ECG -  - Mathématiques approfondies + HGG,CPGE,ECG - Mathématiques approfondies + HGG,-0.4347826086956521,-0.6690436241610739,-0.7159322033898305,0.3817833964992241,-0.5675675675675677,4.098532117822348,0.7922472542021869,0.7692307692307692,-0.5317022600156548,-0.3586111754268326,-0.4645852064168748,0.0,0.0,0.0,0.0,-0.6744003804451588,0.0,0.0,5.874999999999999,0.4333333333333333,-0.7766990291262135,-0.6571428571428573,0.0,-0.1842105263157893,-0.4705882352941176,0.1277707429196014,3.1443184772841417,0.5300000000000001,0.1561457878352985,0.0881487039068325,0
0940120V,Lycée Marcelin Berthelot,Public,Val-de-Marne,Ile-de-France,Saint-Maur-des-Fossés,"48.81014, 2.46977",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + HGG,-0.9130434782608696,0.2042785234899329,0.7484745762711864,-0.137466067250423,-0.1891891891891892,0.5082570061455627,0.0730618116327444,-0.8461538461538461,0.4402809852686186,0.0841628257145913,-0.4645852064168748,0.0,0.0,0.0,0.0,-0.015939551647819,0.0,0.0,0.625,-0.4666666666666666,0.6601941747572815,0.0857142857142857,1.25,0.2368421052631581,2.431372549019608,0.5343727826076402,-0.5937256731380082,-0.33,0.2295361107066843,0.0318211073692038,0
0690023A,Lycée Ampère,Public,Rhône,Auvergne-Rhône-Alpes,Lyon 2e  Arrondissement,"45.7651, 4.83734",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + HGG,1.173913043478261,0.3057885906040268,1.8332203389830508,0.0899717927646793,0.0540540540540539,0.1593028659915986,-0.0486042927876553,-0.3846153846153846,0.9148819341045596,0.3973044464477962,-0.4645852064168748,1.19762041975015,0.0,0.0,0.0,0.4497415646494088,0.0,0.0,0.25,-0.1666666666666666,0.9320388349514565,-0.0857142857142857,0.0,-0.6315789473684209,-0.4705882352941176,1.424131484488311,0.1957665645630943,-0.1699999999999999,-0.6149185021873735,0.7332334448992835,0
0010014K,Lycée Edgar Quinet,Public,Ain,Auvergne-Rhône-Alpes,Bourg-en-Bresse,"46.1972, 5.22569",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + HGG,-1.3043478260869563,-0.5725671140939598,-0.5776271186440678,0.3464009613826128,0.2972972972972972,-0.03588834194544,0.5185544479936864,0.6923076923076924,-0.6070955727133287,-0.3437873245723407,-0.4645852064168748,5.229480803925092,0.0,0.0,0.0,-0.6523554430855708,0.0,0.0,1.25,0.7,0.3495145631067962,-0.6571428571428573,0.0,0.7894736842105264,4.235294117647059,0.4420683750367251,0.08333062397749,0.5100000000000001,-0.4950879455340871,0.8482853678750794,0
0330021U,Lycée Montaigne,Public,Gironde,Nouvelle Aquitaine,Bordeaux,"44.8335, -0.57306",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + ESH,-0.391304347826087,0.5020973154362416,-0.4962711864406779,0.0221844207971516,0.081081081081081,0.0222333628276646,0.0029551863561186,-0.6153846153846154,3.6422907915317615,0.4106632207269628,0.3102098457419209,2.0431765452521407,0.0,0.0,0.0,0.4696077482123571,0.0,0.0,0.375,-0.5333333333333332,-0.1941747572815533,0.9428571428571432,0.75,-0.0789473684210524,-0.2352941176470588,-1.1719418369404533,-0.5183097132137325,-1.0100000000000002,-0.8732710746895737,-0.8696426309813631,0
0131596P,Lycée Militaire d'Aix-en-Provence,Public,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Aix-en-Provence,"43.527, 5.45958",CPGE - PCSI,CPGE,PCSI,-0.1739130434782608,0.3066275167785235,-0.1003389830508474,-0.8597864771665665,-0.4864864864864865,0.3140786482201878,-0.0818369063143185,-0.1538461538461538,0.0252680503589894,0.32506496389161,0.8061014839815975,5.983695842607446,0.0,0.0,0.0,0.3423123356675466,0.0,0.0,0.0,-0.5333333333333332,-0.0388349514563104,0.7428571428571429,2.25,-1.2368421052631575,0.627450980392157,-0.6677227954247051,-0.3408555167906981,-0.8300000000000002,-1.2355914224505515,0.9175772289921365,0
0380027Y,Lycée Champollion,Public,Isère,Auvergne-Rhône-Alpes,Grenoble,"45.1873, 5.72556",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + HGG,-0.9130434782608696,-0.1153523489932885,0.3905084745762712,-0.1191599677117142,-0.2702702702702703,0.8302121408060831,-0.1257967302548276,-0.8461538461538461,0.4402809852686186,0.3726205956821805,-0.4645852064168748,0.0,0.0,0.0,0.0,0.4130335628445653,0.0,0.0,0.5,-0.3666666666666666,0.3495145631067962,0.4285714285714286,0.0,-0.2105263157894736,0.1568627450980392,0.8391681785386939,-0.3909214856014795,-0.03,-0.775154779980172,0.9963760199618864,0
0260035X,Lycée CAMILLE VERNET,Public,Drôme,Auvergne-Rhône-Alpes,Valence,"44.922, 4.90358",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + HGG,-1.608695652173913,-0.4509228187919463,-0.5667796610169491,-0.040946844850681,-1.0540540540540542,-0.113501572252775,-0.5538729078528625,-0.8461538461538461,0.4402809852686186,-0.8188836306344187,-0.4645852064168748,0.0,0.0,0.0,0.0,-1.3588836191793394,0.0,0.0,0.0,1.0333333333333332,0.3495145631067962,-0.6571428571428573,0.0,-0.5263157894736841,-0.4705882352941176,-0.1046157420832137,-0.6373582543217127,0.5300000000000001,-0.8487281349445726,0.7528575967672291,0
0572757M,Lycée Georges De La Tour,Public,Moselle,Grand-Est,Metz,"49.109, 6.16706",CPGE - ECG -  - Mathématiques appliquées + ESH,CPGE,ECG - Mathématiques appliquées + ESH,0.1304347826086956,-0.2671979865771812,0.143728813559322,0.0286389463380504,-0.1081081081081082,0.4971977011024765,0.1867628601899191,0.6153846153846154,-0.7197407723253473,-0.1152080623120711,-0.0991115107022666,0.0,0.0,0.0,0.0,-0.3124292277120807,0.0,0.0,1.5,0.4666666666666666,-0.0388349514563104,-0.2,0.0,0.5526315789473686,-0.0784313725490195,0.781948119556057,0.6206501090015941,0.3700000000000001,0.3124163702794714,1.1271740732483913,0
0142107P,Lycée Charles-De-Gaulle,Public,Calvados,Normandie,Caen,"49.1841, -0.37936",CPGE - ECG -  - Mathématiques approfondies + ESH,CPGE,ECG - Mathématiques approfondies + ESH,0.1304347826086956,-0.3376677852348993,-0.2332203389830508,0.0713465733056521,-0.1081081081081082,0.5564158815918853,-0.4731374638677702,-0.8461538461538461,0.4402809852686186,-0.4490100998922322,-0.0471660108037436,0.0,0.0,0.0,0.0,-0.8088349917195974,0.0,0.0,1.0,-0.0999999999999999,0.1553398058252428,0.2571428571428572,0.0,0.6578947368421053,-0.2352941176470588,0.1401724331421739,0.8580133344268148,0.5300000000000001,0.3332432038935913,-0.8122573922008514,0
0670080Y,Lycée Kléber,Public,Bas-Rhin,Grand-Est,Strasbourg,"48.5942, 7.75706",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + HGG,1.173913043478261,-0.1698825503355704,0.5830508474576271,0.0349310281047357,-0.2972972972972972,1.2093626538655655,-0.0003482420091396,-0.5384615384615385,2.3118609688860894,0.1084025016909824,-0.1527081588728033,0.0,0.0,0.0,0.0,0.0201079061795331,0.0,0.0,0.25,0.5,0.3495145631067962,-0.2571428571428572,0.0,-0.3157894736842105,0.0,1.1601095778093704,1.0882978886224275,0.47,0.1696513377288768,1.5968975827542102,0
0740003B,Lycée Berthollet,Public,Haute-Savoie,Auvergne-Rhône-Alpes,Annecy,"45.9063, 6.12758",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + HGG,-0.9130434782608696,-0.2411912751677852,0.2549152542372881,0.0871138471938429,0.2972972972972972,-0.2875566867303107,0.0443073010646467,-0.0769230769230768,-0.0210987732758369,0.2662455305414778,-0.1151592225537578,4.607276289010493,0.0,0.0,0.0,0.2548404137993353,0.0,0.0,0.0,0.1999999999999999,0.5436893203883497,-0.0857142857142857,0.0,-0.1315789473684208,0.3137254901960785,1.0610300858298531,-0.2510245504546579,0.1699999999999999,-0.5757607271365875,1.1154777943270973,0
0383208F,Lycée PHILIPPINE DUCHESNE ITEC BOISFLEURY,Privé sous contrat d'association,Isère,Auvergne-Rhône-Alpes,Corenc,"45.2124, 5.75817",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + HGG,-1.173913043478261,-0.6405201342281879,-0.7810169491525424,0.3057558284605784,0.2972972972972972,-0.0753391775878248,-0.3266899673021494,-0.8461538461538461,0.4402809852686186,-0.7788340676855341,-0.4645852064168748,0.0,0.0,0.0,0.0,-1.2993248638226291,0.0,0.0,0.0,0.4666666666666666,-0.3106796116504853,0.2857142857142857,0.0,0.7894736842105264,-0.4705882352941176,-0.2533395274052274,0.7885597120804408,0.63,-0.7681940140185956,1.006037004146876,0
0310047H,Lycée Ozenne,Public,Haute-Garonne,Occitanie,Toulouse,"43.6099, 1.44234",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + HGG,-0.9130434782608696,0.2546140939597315,0.1383050847457627,0.2054305510514085,0.6216216216216216,-0.5859661035615606,-0.191475163141258,-0.5384615384615385,1.8537724160330775,0.3294846199650518,0.1060271558206592,1.253946437949656,0.0,0.0,0.0,0.3488849221193608,0.0,0.0,0.0,-0.3666666666666666,1.009708737864078,0.0571428571428571,0.0,-0.3157894736842105,-0.4705882352941176,-0.2863931620364192,-0.6148040410896433,-0.5900000000000001,-1.212601482282632,-0.2725635899992076,0
0830053G,Lycée Dumont d'Urville,Public,Var,Provence-Alpes-Côte d'Azur,Toulon,"43.1179, 5.93876",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + HGG,-0.9130434782608696,-0.1161912751677852,-0.0677966101694915,0.0469718716923963,0.081081081081081,0.0508751583181299,-0.2513776457545639,0.6153846153846154,-0.9408197111687404,-0.7825275795479556,0.4010103886966709,0.0,0.0,0.0,0.0,-1.3048175821751824,0.0,0.0,2.375,-0.2333333333333333,0.8155339805825244,-0.4857142857142857,0.0,-0.2105263157894736,0.0,0.0189634274609189,-0.3901513706992287,0.6100000000000002,-1.3490435879836686,1.0595382962035236,0
0690023A,Lycée Ampère,Public,Rhône,Auvergne-Rhône-Alpes,Lyon 2e  Arrondissement,"45.7651, 4.83734",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + ESH,-0.9130434782608696,0.5750838926174496,0.3715254237288136,0.0954331334614153,0.2972972972972972,-0.2794818504188264,-0.0049892287656861,-0.8461538461538461,0.4402809852686186,0.4407940784298547,-0.1707260704938723,0.968653085182075,0.0,0.0,0.0,0.5144161368807874,0.0,0.0,0.0,-0.6333333333333332,0.0388349514563107,0.6571428571428573,3.0,-0.7368421052631579,-0.1568627450980391,-0.37039632502105,-0.7136748523032418,-0.6900000000000001,-0.6149185021873735,0.7332334448992835,0
0510031G,Lycée CLEMENCEAU,Public,Marne,Grand-Est,Reims,"49.2509, 4.04704",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + ESH,-0.8260869565217391,-0.4265939597315436,-0.1952542372881356,-0.1857152578050717,-0.0810810810810811,0.1303137269955192,0.2336652183544387,1.0,-0.8943419853240268,-0.0269510918871849,0.0440637515364458,0.0,0.0,0.0,0.0,-0.1811799724638008,0.0,0.0,0.625,0.1666666666666666,0.6213592233009707,-0.2571428571428572,0.0,0.0263157894736842,0.627450980392157,0.8280552225769411,0.2096014122474158,0.41,0.3517682702773903,0.4991004856414698,0
0590119J,Lycée Faidherbe,Public,Nord,Hauts-de-France,Lille,"50.6151, 3.07574",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + ESH,-0.9130434782608696,-0.1883389261744966,-0.0216949152542372,0.0694662445670335,0.2972972972972972,-0.3046857405840121,0.4434235996098123,1.230769230769231,-0.90357430270088,0.2320922017005638,-0.4645852064168748,0.0,0.0,0.0,0.0,0.2040501028126851,0.0,0.0,0.0,-0.1666666666666666,0.8932038834951458,-0.4000000000000001,3.5000000000000004,0.4210526315789474,-0.4705882352941176,0.2912908884750822,-0.3164286416431954,-0.21,0.7296186138092164,0.2113447684111592,0
0330021U,Lycée Montaigne,Public,Gironde,Nouvelle Aquitaine,Bordeaux,"44.8335, -0.57306",CPGE - MP2I,CPGE,MP2I,0.1304347826086956,0.6405201342281879,-0.0325423728813559,-1.1270795918261134,-0.6486486486486487,0.4980488112345514,0.628443819323362,0.1538461538461538,0.0343013028617781,0.3097720356883843,-0.183771609823408,0.9256508423566896,0.0,0.0,0.0,0.3195698210811541,0.0,0.0,0.0,-0.6333333333333332,-0.58252427184466,1.1714285714285717,2.75,-0.3421052631578947,-0.4705882352941176,-0.8346704504152844,-0.4077855555298214,-0.7900000000000001,-0.8732710746895737,-0.8696426309813631,0
0711064W,Lycée Militaire d'Autun,Public,Saône-et-loire,Bourgogne-Franche-Comté,Autun,"46.9498, 4.30582",CPGE - ECG -  - Mathématiques appliquées + ESH,CPGE,ECG - Mathématiques appliquées + ESH,-0.6521739130434783,-0.5180369127516778,-0.5667796610169491,-1.1164778405392328,-0.8648648648648649,3.7782797165083695,-0.6097650895395581,-0.4615384615384615,0.351428254899719,0.3162569027087715,0.1915178377516372,4.32544821814017,0.0,0.0,0.0,0.3292136368921028,0.0,0.0,0.0,0.7999999999999998,0.4271844660194176,-0.5142857142857143,0.0,-1.5789473684210529,-0.0784313725490195,-0.0315640162443175,0.824405853623294,-0.35,-0.2863758952279916,0.5757662166255731,0
